"id","pop","stationName","latitude","longitude","departement","marque","Gazole","E10","SP98"
"54300001","R","6 rue tuilier - Moncel-lès-Lunéville",48.5787909256,48.5787909256,"54","CORA","1.931","1.866","1.925"
"5120003","R","RN 94 Lieu-dit Pont la Lame - Saint-Martin-de-Queyrières",44.853,44.853,"05","Leclerc","1.93",NA,NA
"91200001","R","180 ROUTE NATIONALE 7 - ATHIS-MONS",48.712,48.712,"91","Carrefour","1.976","1.94","2.021"
"83160003","R","AV.DE L'UNIVERSITE - La Valette-du-Var",43.137588197207,43.137588197207,"83","Total Access","1.908","1.863","1.949"
"14520003","R","BOULEVARD DE LA FLECHE - Thury-Harcourt",48.981,48.981,"14","N.C.","1.929",NA,"2.039"
"27380002","R","rue de Général de Gaulle - FLEURY-SUR-ANDELLE",49.361,49.361,"27","Carrefour Market","1.929",NA,"1.959"
"77100009","R","Rue Georges Claude - Meaux",48.95848,48.95848,"77","Leclerc","1.948","1.901","1.98"
"51190001","R","RD9 CHEMIN DU PARADIS - AVIZE",48.9775240381,48.9775240381,"51","Intermarche Contact","1.947","1.896","1.952"
"59320001","R","RN 352 - HAUBOURDIN",50.626,50.626,"59","Auchan","1.919","1.909","1.979"
"34250003","R","PONT DES 4 CANAUX - RD 986 - Palavas-les-Flots",43.529,43.529,"34","Total Access","1.925","1.865","1.952"
"85560002","R","RUE GEORGES CLEMENCEAU - LONGEVILLE-SUR-MER",46.425,46.425,"85","Casino","1.969","1.909","2.009"
"59780003","R","RD 93 GRANDE RUE - Camphin-en-Pévèle",50.59477455,50.59477455,"59","Systeme U","1.969","1.919","1.999"
"6110002","R","Boulevard Carnot - Le Cannet",43.57174237,43.57174237,"06","Avia","1.986","1.928","2.016"
"60440001","R","CHEMIN DE LA CROIX VERTE - NANTEUIL-LE-HAUDOUIN",49.136,49.136,"60","Intermarche","1.919","1.869","1.939"
"78800006","R","136 RUE HENRI BARBUSSE - HOUILLES",48.932,48.932,"78","Total Access",NA,NA,NA
"59215001","R","RUE EMILE ZOLA - Abscon",50.336,50.336,"59","Carrefour Contact",NA,NA,NA
"95350002","R","20 avenue robert schumann - SAINT-BRICE-SOUS-FORêT",49.00763,49.00763,"95","Carrefour","1.951","1.891","1.986"
"33480002","R","55 AVENUE GAMBETTA - CASTELNAU-DE-MéDOC",45.033,45.033,"33","Total","2.093",NA,NA
"40140005","R","9 AVENUE DE CRAMAT - SOUSTONS",43.74653865,43.74653865,"40","N.C.","1.909","1.875",NA
"81100009","R","185 av de roquecourbe - CASTRES",43.617,43.617,"81","N.C.",NA,NA,NA
"3150006","R","11 AV DE CHAZEUIL - VARENNES-SUR-ALLIER",46.328,46.328,"03","Avia","2.089",NA,"2.099"
"68520004","R","Rue du Pont d'Aspach - BURNHAUPT-LE-HAUT",47.74073,47.74073,"68","Systeme U","1.909","1.814","1.908"
"12350002","R","Avenue du rouergue - LANUEJOULS",44.424,44.424,"12","Supermarches Spar","1.929","1.889","1.959"
"83480003","R","RN 7 LA TUILIERE - PUGET-SUR-ARGENS",43.442,43.442,"83","Agip","1.999","1.949","2.049"
"5100009","R","RN 94 - Montgenèvre",44.934,44.934,"05","Leclerc","1.93",NA,"1.94"
"77230001","R","ROUTE DE PARIS - Villeneuve-sous-Dammartin",49.033,49.033,"77","Total","2.049","1.992","2.102"
"51240002","R","RN44 - Pogny",48.861,48.861,"51","Intermarche Contact","1.955","1.905","1.959"
"4170002","R","RN 202 - SAINT-ANDRé-LES-ALPES",43.967,43.967,"04","Total",NA,NA,NA
"57740005","A","AUTOROUTE A4 - AIRE DE LONGEVILLE - LONGEVILLE-LES-SAINT-AVOLD",49.134,49.134,"57","Shell","2.114","2.081","2.151"
"91700003","R","139 Route de Corbeil - SAINTE-GENEVIèVE-DES-BOIS",48.639,48.639,"91","Carrefour","1.964","1.943","1.974"
"51700006","R","Rue Clos de la Noue - Châtillon-sur-Marne",49.08766,49.08766,"51","Intermarche","1.939","1.919","1.984"
"14680001","R","VARENDES - BRETTEVILLE-SUR-LAIZE",49.04543,49.04543,"14","Carrefour Contact","1.918","1.886",NA
"20230003","R","STATION LUISI - Poggio-Mezzana",42.4,42.4,"20","VITO","1.98",NA,NA
"13090018","R","1140 RTE AVIGNON QU.CELONY RN7 - Aix-en-Provence",43.555,43.555,"13","Total Access","1.916","1.869","1.95"
"17230002","R","1 RUE D'ALIGRE - MARANS",46.3113113409,46.3113113409,"17","Systeme U","1.899","1.859","1.959"
"89330001","R","Route de Villeneuve - Saint-Julien-du-Sault",48.0361,48.0361,"89","Intermarche","1.925","1.879","1.914"
"94204001","R","10 Rue Westermeyer - IVRY-SUR-SEINE",48.819,48.819,"94","Carrefour","1.989","1.939","1.999"
"89690001","R","ROUTE DES BEDETS - CHEROY",48.2,48.2,"89","Intermarche","1.919","1.859",NA
"21400005","R","Chaussée de l'Europe - CHâTILLON-SUR-SEINE",47.867,47.867,"21","Intermarche","1.935","1.889","1.939"
"81200004","R","boulevard du thoré - aussillon",43.508346675675,43.508346675675,"81","Esso","1.942",NA,NA
"42210002","R","793 Avenue des Farges - Bellegarde-en-Forez",45.647,45.647,"42","Total","2.035",NA,NA
"56580001","R","16 rue chateaubriand - Bréhan",48.061,48.061,"56","Systeme U","1.889",NA,"1.979"
"57200004","R","Route de Bitche - SARREGUEMINES",49.11719,49.11719,"57","CORA","1.919","1.889","1.969"
"92340002","R","18 BD MARECHAL JOFFRE - Bourg-la-Reine",48.786,48.786,"92","Total","2.094","2.034","2.144"
"62800004","R","69 RUE DE LATTRE DE TASSIGNY - LIEVIN",50.418,50.418,"62","Total Access","1.926","1.889","1.947"
"1160002","R","Le Pont Rompu - RD 1084 - PONT-D'AIN",46.04020975,46.04020975,"01","Systeme U","1.95","1.87","1.98"
"13270004","R","DEVIATION RN 568 OUEST - Fos-sur-Mer",43.441,43.441,"13","Esso Express","1.907","1.865","1.945"
"35490003","R","LA CROIX COUVERTE - VIEUX-VY-SUR-COUESNON",48.3290818661,48.3290818661,"35","Intermarche","1.919","1.869",NA
"75018013","R","30 AV PTE CLIGNANCOURT - PARIS",48.9,48.9,"75","Total","2.094","2.048","2.158"
"13380002","R","89 AVENUE DE LA LIBERATION - Plan-de-Cuques",43.343,43.343,"13","Esso Express","1.931","1.881","1.961"
"3210001","R","1 ROUTE DE COSNE - SOUVIGNY",46.536,46.536,"03","Intermarche Contact",NA,NA,NA
"77164001","R","Avenue James de Rothschild - FERRIèRES-EN-BRIE",48.827,48.827,"77","Casino","1.999","1.949","2.049"
"14400004","R","BOULEVARD MONTGOMERY - Bayeux",49.271,49.271,"14","Esso Express","1.912","1.876","1.956"
"39700014","R","8 route Nationale 73 - Ranchot",47.151,47.151,"39","Total","2.012",NA,"2.091"
"64600009","R","77 Avenue de bayonne - Anglet",43.484,43.484,"64","Leclerc","1.897","1.875","1.975"
"54470002","R","ZA de la Louviére - THIAUCOURT",48.947,48.947,"54","Carrefour Contact",NA,NA,NA
"67340001","R","ROUTE DE BOUXWILLER - Ingwiller",48.866,48.866,"67","Total","2.026","1.938","2.048"
"70150001","R","Avenue de Marnay la Ville - Marnay",47.288,47.288,"70","Intermarche","1.929","1.869","1.919"
"60500011","R","ZONE ARTISANALE RN 16 - Chantilly",49.2047622946,49.2047622946,"60","Total Access","1.97",NA,"1.97"
"62840004","R","7bis rue des Glattignies - Fleurbaix",50.653,50.653,"62","Carrefour Contact","1.969","1.909","1.989"
"8600002","R","29 QUAI DU FORT DE ROME - Givet",50.13376,50.13376,"08","Esso","02.04",NA,NA
"17300004","R","route de la rochelle - ROCHEFORT",45.9567589967,45.9567589967,"17","Intermarche","1.925","1.888","1.989"
"69140007","R","1880 route de strasbourg - Rillieux-la-Pape",45.813,45.813,"69","Total","2.012","1.961","2.071"
"78140010","R","27,RUE LOUIS BREGUET - VELIZY VILLACOUBLAY",48.781,48.781,"78","BP","2.089","2.039","2.209"
"16800001","R","ave du general de gaulle - SOYAUX",45.639,45.639,"16","Carrefour","1.919","1.901","1.95"
"69780001","R","Route d'Heyrieux - Saint-Pierre-de-Chandieu",45.647,45.647,"69","Casino","1.979","1.929","2.019"
"36800001","R","rue des Remparts - SAINT-GAULTIER",46.639,46.639,"36","Carrefour Market","1.945",NA,"1.945"
"19510002","A","AUTOROUTE A20 - AIRE DE PORTE DE CORREZE - MASSERET",45.54068,45.54068,"19","Total","2.169","2.109","2.219"
"18200011","A","Autoroute A71 - La GazonnièreSens Bourges – Clermond-Ferrand - FARGE ALLICHAMPS",46.752,46.752,"18","Esso","2.144","2.114","2.224"
"57525001","R","Zone commerciale du Triangle - Talange",49.241211869693,49.241211869693,"57","Systeme U","1.965","1.91","2.025"
"19190002","R","RD15 LE BOURG - LE PESCHER",45.071202,45.071202,"19","Total","2.023",NA,"2.136"
"22640003","R","Rue de la République - Plénée-Jugon",48.368,48.368,"22","Intermarche Contact","1.899","1.859","1.919"
"54210002","R","cc frunshopping bat 5 route de ville en vermois - Saint-Nicolas-de-Port",48.62,48.62,"54","Supermarche Match",NA,"1.92","1.996"
"20090002","R","Quartier St Joseph - Ajaccio",41.93331973,41.93331973,"20","Total","2.025",NA,NA
"34170001","R","753 Route de la Pompignane - CASTELNAU-LE-LEZ",43.623,43.623,"34","Systeme U","1.932","1.882","1.992"
"77550004","A","AUTOROUTE A5B - AIRE DE GALANDE-LA-MARE-LAROCHE - REAU",48.6257047881,48.6257047881,"77","Total","2.069","2.024","2.129"
"86220003","R","Route Nationale 10 - Lieu-dit la Fosse aux Sables - Les Ormes",46.94833645,46.94833645,"86","Elan","02.08",NA,NA
"52100003","R","AV. DU PIEMONT - Valcourt",48.617,48.617,"52","Total","02.05",NA,NA
"63360003","R","Rue des Martyrs - GERZAT",45.82,45.82,"63","Intermarche","1.939","1.886","1.949"
"21340002","R","ROUTE DE BEAUNE - Nolay",46.94691,46.94691,"21","Total","2.1",NA,NA
"77700004","R","17 Place de l'Europe - Bailly-Romainvilliers",48.85,48.85,"77","Carrefour Market","1.961",NA,NA
"49070006","R","54 Rue de la Liberté - ST LEGER DE LINIERES",47.466,47.466,"49","Leclerc","1.899",NA,"1.915"
"72100013","R","RN 23 - AERODROME - LE MANS",47.948,47.948,"72","Total Access","1.926","1.899","1.986"
"45310001","R","3 Rue des Beaumonts - Patay",48.046,48.046,"45","Intermarche","1.989",NA,"1.989"
"20235001","R","Ponte Novu - Castello-di-Rostino",42.4882,42.4882,"20","Total","02.04",NA,NA
"53600001","R","ROUTE DE LAVAL - ÉVRON",48.147,48.147,"53","Systeme U","1.909","1.869","1.979"
"91100019","R","46 avenue du 8 mai 1945 - CORBEIL ESSONNES",48.611136939679,48.611136939679,"91","Esso","1.961","1.934","2.014"
"73470001","R","Route du Lac - Novalaise",45.594,45.594,"73","Avia","02.01",NA,"2.044"
"83260007","R","Avenue du 8 Mai 1945 - La Crau",43.153,43.153,"83","Independant sans enseigne","1.909","1.859","1.931"
"69260007","R","244, Chemin Rivière de la Cour - Le Bois-d'Oingt",45.922,45.922,"69","Carrefour Contact",NA,NA,NA
"78700011","R","ROUTE NATIONALE 184 - Conflans-Sainte-Honorine",48.995,48.995,"78","BP","2.119","2.059","2.199"
"95100011","R","2 Avenue Gabriel Péri - Argenteuil",48.943,48.943,"95","Esso Express","1.979","1.933","2.013"
"24440001","R","Avenue de Monpazier - BEAUMONT-DU-PéRIGORD",44.75917,44.75917,"24","Intermarche",NA,NA,NA
"26400002","R","19 AVENUE ADRIEN FAYOLLE - CREST",44.726405006,44.726405006,"26","Agip","1.999","1.989","2.089"
"62230004","R","BOULEVARD MONTESQUIEU - OUTREAU",50.711,50.711,"62","Total Access","1.915","1.889",NA
"53170001","R","RUE DES TILLEULS - Meslay-du-Maine",47.954,47.954,"53","Systeme U","1.939",NA,"1.999"
"7120004","R","quartier de la gare - Grospierres",44.41,44.41,"07","Total","2.14",NA,NA
"80580001","R","RUE JEAN MOULIN - Pont-Remy",50.058008,50.058008,"80","Leclerc","1.925","1.877",NA
"13710001","R","CD6 ZAC SAINT CHARLES - FUVEAU",43.466,43.466,"13","Total","1.949","1.926","2.036"
"31880001","R","Avenue des Capitouls - LA SALVETAT-SAINT-GILLES",43.58227,43.58227,"31","Intermarche","1.949","1.899","1.959"
"13480002","R","PLAN DE CAMPAGNE - CABRIES",43.41711,43.41711,"13","Leclerc","1.929","1.859","1.959"
"28260002","R","ROUTE D'OULINS - ANET",48.859871629,48.859871629,"28","N.C.",NA,NA,NA
"26800007","A","AUTOROUTE A7 - AIRE PORTE LES VALENCE EST - Portes-lès-Valence",44.864,44.864,"26","Total","2.114","2.084","2.194"
"18350001","R","Route de Blet - NéRONDES",46.997506992,46.997506992,"18","Intermarche Contact","1.959","1.919","1.959"
"66700001","R","ROUTE DE PERPIGNAN - ARGELèS-SUR-MER",42.557,42.557,"66","Intermarche","1.92","1.891",NA
"13750006","R","Espace Daumas - Saint-Cannat",43.617,43.617,"13","Systeme U","1.915","1.868","1.949"
"31190002","R","RN20 - AUTERIVE",43.3483813042,43.3483813042,"31","Netto","1.899","1.845","1.899"
"54200005","R","2 Rue Paul Keller - TOUL",48.673,48.673,"54","Avia",NA,"1.979","2.049"
"23300006","R","Avenue Jean Jaures - La Souterraine",46.2376795,46.2376795,"23","Leclerc","1.939","1.899",NA
"39000001","R","Rue des Salines - LONS-LE-SAUNIER",46.6740413018,46.6740413018,"39","Geant","1.949","1.949","2.049"
"29200010","R","142 Rue Général Paulet - Brest",48.41533,48.41533,"29","N.C.",NA,NA,NA
"43770001","R","17 Avenue des Champs Élysées - Chadrac",45.053,45.053,"43","Independant sans enseigne","1.917","1.876","1.938"
"64800007","R","132 Rue des Pyrénées - Bénéjacq",43.186,43.186,"64","Systeme U",NA,NA,NA
"44240012","R","Rue d'Utrecht - La chapelle sur Erdre",47.285,47.285,"44","Systeme U","1.906","1.869","1.939"
"75016025","R","99 Avenue de Versailles - Paris",48.845,48.845,"75","BP",NA,NA,NA
"83490001","R","145 RN 7 station total - LE MUY",43.47,43.47,"83","Total","2.005","1.948","2.058"
"13530001","R","Z.a.c. de la Burlière - TRETS",43.452,43.452,"13","Carrefour Market","1.939",NA,"1.924"
"66170002","R","157 AVENUE JEAN JAURES - MILLAS",42.692,42.692,"66","N.C.","1.989",NA,NA
"76680004","A","AUTOROUTE A28 - AIRE DE BOSC MESNIL - Bosc-Mesnil",49.675589360189,49.675589360189,"76","Total","2.129","2.079","2.189"
"83500007","R","Avenue Salvador Allende - La Seyne-sur-Mer",43.08509,43.08509,"83","Intermarche","1.925","1.86","1.929"
"31200022","R","55 BOULEVARD DE SUISSE - TOULOUSE",43.615752278442,43.615752278442,"31","Total Access","1.913","1.869","1.952"
"6650001","R","Route de Nice - LE ROURET",43.6729033299,43.6729033299,"06","Casino","1.979","1.939","2.009"
"92420002","R","18 Boulevard de la République - VAUCRESSON",48.839,48.839,"92","Systeme U","1.999","1.949","2.059"
"76120002","R","c cial du bois cany - Le Grand-Quevilly",49.41765,49.41765,"76","Systeme U","1.907","1.892","1.993"
"57280001","R","VOIE ROMAINE - SEMéCOURT",49.199,49.199,"57","Auchan","1.929","1.909","1.989"
"56430002","R","ROUTE DE DINAN - MAURON",48.07774,48.07774,"56","Total","2.003","1.969","2.079"
"30470004","R","RD 6313 - ROUTE DE LA PETITE CAM - AIMARGUES",43.6962859226,43.6962859226,"30","Total Access","1.893","1.849","1.929"
"20270001","R","ROUTE N 198 - Aléria",42.114768875884,42.114768875884,"20","VITO",NA,NA,NA
"6540002","R","839 route de LA GIANDOLA - Breil-sur-Roya",43.964,43.964,"06","ENI","2.028","1.97","2.009"
"59760001","R","Avenue de l'Ancien Village - GRANDE-SYNTHE",51.011,51.011,"59","Auchan","1.925","1.912","1.989"
"94100005","R","57, Rue Delenue - SAINT-MAUR-DES-FOSSéS",48.802,48.802,"94","Carrefour Market","2.008","1.936","2.016"
"33520002","A","A630 ROC.PRESQU'ILE LAC COTE2 - Bruges",44.888,44.888,"33","Esso","1.964","1.909","1.999"
"75016001","R","1 Avenue du Général Sarrail - PARIS",48.847,48.847,"75","Carrefour","1.983","1.948",NA
"33930001","R","1, Avenue de l'Europe - VENDAYS-MONTALIVET",45.376978748,45.376978748,"33","Elan","2.085",NA,"2.127"
"83390002","R","RN 97 Quartier Saint Lazare - CUERS",43.233,43.233,"83","Casino","1.945","1.899","1.967"
"34200001","R","Boulevard Camille Blanc - SèTE",43.40721,43.40721,"34","Auchan","1.909","1.891","1.945"
"38260004","R","2935 chemin de la voie ferrée - La Côte-Saint-André",45.352,45.352,"38","Total","2.008","1.967","2.077"
"89000001","R","AVENUE HAUSSMAN - Auxerre",47.815226277037,47.815226277037,"89","Geant","1.999","1.949",NA
"95100035","R","8 R DES MARTYRS CHATEAUBRIANT - ARGENTEUIL",48.952,48.952,"95","Total Access","1.979","1.933","2.013"
"34500025","R","152 AV.MARECHAL FOCH ROUTE DE BE - BEZIERS",43.35448,43.35448,"34","Total","2.031","1.984","2.094"
"67460001","R","67 Route de Brumath - SOUFFELWEYERSHEIM",48.629,48.629,"67","Total Access",NA,NA,NA
"13200009","R","ZAC de la Fourchon - ARLES",43.6675119789,43.6675119789,"13","Intermarche","1.919","1.889","1.999"
"30700003","R","10 CROIX PALMIER - UZèS",44.00805,44.00805,"30","Total","2.001",NA,NA
"35510005","R","27 RTE DE RENNES - Cesson-Sévigné",48.114,48.114,"35","Total","2.006","1.98","02.09"
"37260004","R","RUE DU VAL D'INDRE - MONTS",47.282015613749,47.282015613749,"37","N.C.",NA,NA,NA
"37380004","A","AUTOROUTE A10 - AIRE TOURS VAL DE LOIRE - MONNAIE",47.47364,47.47364,"37","Total","2.134","2.094","2.204"
"86360004","R","71 AVENUE DE CHATELLERAULT - Migné-Auxances",46.632,46.632,"86","Total Access",NA,NA,NA
"28200002","R","8 BD DU 8 MAI - Châteaudun",48.06166,48.06166,"28","Total","2.012","1.953","2.063"
"13800001","R","ROUTE DE FOS SUR MER - ISTRES",43.4982775308,43.4982775308,"13","Geant","1.899","1.849","1.949"
"59670001","R","769 avenue Albert Mahieu - Cassel",50.797722204962,50.797722204962,"59","Carrefour Contact","1.939",NA,"1.969"
"92130006","R","18-22 BLD DES FRERES VOISIN - Issy-les-Moulineaux",48.82784166,48.82784166,"92","Total Access","2.015","1.969","02.04"
"61000008","R","111 Avenue de Basingstoke - Alençon",48.44542,48.44542,"61","Independant sans enseigne","1.982",NA,NA
"12300001","R","2 Avenue Paul Ramadier - DECAZEVILLE",44.555,44.555,"12","Geant","1.899","1.849","1.949"
"19330001","R","Les Alleux - FAVARS",45.26712,45.26712,"19","Avia","2.055",NA,NA
"77680003","R","ROUTE D'OZOIR - Roissy-en-Brie",48.78203,48.78203,"77","Systeme U","1.973","1.917","1.979"
"33340001","R","25 COURS GEORGES MANDEL - Lesparre-Médoc",45.3103,45.3103,"33","Total","2.018","1.976","2.086"
"52100016","R","ROUTE NATIONALE 4 - LIEU DIT 'LA BOBOTTE' - HALLIGNICOURT",48.64761005902,48.64761005902,"52","Total","2.051","2.001","2.111"
"33760002","R","Route de Bordeaux - TARGON",44.736,44.736,"33","Carrefour Contact",NA,NA,NA
"77300005","R","CARREFOUR DE LA LIBERATION - Fontainebleau",48.408,48.408,"77","BP","2.099","2.019","2.139"
"22120002","R","RTE N 12 - Hillion",48.479,48.479,"22","N.C.","2.157","2.119","2.181"
"62180002","R","LA FOLIE NORD - RANG-DU-FLIERS",50.412,50.412,"62","Intermarche","1.931","1.882","1.943"
"31400010","R","36 ALLEE DES DEMOISELLES - TOULOUSE",43.59,43.59,"31","Total","2.029","1.972","2.082"
"83330003","R","8 Résidence Le Peyron - Le Beausset",43.198,43.198,"83","Casino","1.949","1.909","2.009"
"58000010","R","10 Boulevard Pierre de Coubertin - NEVERS",46.987,46.987,"58","Esso Express","1.959","1.959","2.079"
"71480001","R","Route de Dommartin - CUISEAUX",46.492,46.492,"71","Systeme U","1.899","1.879","1.979"
"62840001","R","57 Rue Robert Parfait - LAVENTIE",50.626,50.626,"62","Casino",NA,NA,NA
"76400009","R","2010 ROUTE DU HAVRE - FECAMP-SAINT LEONARD",49.74544,49.74544,"76","Leclerc","1.881","1.84","1.936"
"72100012","R","146 AVENUE DU DR JEAN MAC - LE MANS",47.98,47.98,"72","Total Access","1.935","1.898","1.968"
"72260001","R","15 Rue Mohain - MAROLLES-LES-BRAULTS",48.254,48.254,"72","Systeme U","1.899","1.889","1.989"
"15400004","R","route de murat, station-service BAR - Riom-es-Montagnes",45.28,45.28,"15","Total",NA,NA,NA
"76360003","R","Avenue Aristide Briand - BARENTIN",49.537,49.537,"76","Elan",NA,NA,NA
"21600006","R","Route de Seurre - LONGVIC",47.282,47.282,"21","Total","2.022","1.961","2.071"
"13270005","R","Avenue Georges Pompidou - Fos-sur-Mer",43.46484,43.46484,"13","Intermarche","1.927","1.877","1.942"
"51360001","R","14 ROUTE NATIONALE - Beaumont-sur-Vesle",49.1736,49.1736,"51","Total","2.021","1.994",NA
"57210001","R","59 Route de Thionville - MAIZIèRES-LèS-METZ",49.221,49.221,"57","Total","2.026","1.975","2.085"
"39700013","R","ROUTE NATIONALE 73 - ROCHEFORT SUR NENON",47.116137241037,47.116137241037,"39","Total Access","1.923","1.899","1.974"
"29830003","R","Rue de Brest - PLOUDALMéZEAU",48.538,48.538,"29","Super Casino",NA,NA,NA
"66005001","R","Avenue Victor Dalbiez - Perpignan",42.686,42.686,"66","Leclerc","1.889",NA,"1.929"
"42100005","R","36 Rue de Terrenoire - Saint-Étienne",45.433,45.433,"42","Esso Express","1.929","1.879","1.959"
"43000004","R","106 Avenue Maréchal Foch - Le Puy-en-Velay",45.03269,45.03269,"43","Esso Express","1.928","1.892","1.972"
"25000007","R","17 Rue de l'Amitié - Besançon",47.23329,47.23329,"25","Systeme U",NA,NA,NA
"20137007","R","Station TOTAL - Quartier La Poretta - PORTO-VECCHIO",41.602,41.602,"20","Total","02.04",NA,NA
"95650002","R","CD 916 - ROUTE DE GISORS - GENICOURT",49.080593609,49.080593609,"95","Total Access","1.96","1.938",NA
"34430002","R","Route de Sète - SAINT-JEAN-DE-VéDAS",43.568,43.568,"34","Carrefour","1.936","1.874",NA
"71130005","R","31 RUE DU 8 MAI 1945 - Gueugnon",46.597,46.597,"71","Total","2.028",NA,NA
"44260003","R","Rue des Musiciens - Malville",47.35931,47.35931,"44","Systeme U",NA,NA,NA
"6560001","R","Chemin du Darbousson - VALBONNE",43.645,43.645,"06","Carrefour Market","1.935",NA,"1.949"
"13440002","R","QUARTIER SAINT MICHEL - CABANNES",43.86,43.86,"13","Intermarche Contact",NA,NA,NA
"45100008","R","39 AV .J.F.KENNEDY - Orléans",47.84264,47.84264,"45","Total Access","1.925","1.894","2.011"
"10800007","R","29 BOULEVARD DE DIJON - Saint-Julien-les-Villas",48.268,48.268,"10","Intermarche","1.959","1.929","1.985"
"7300007","R","Avenue de Lyon - Tournon-sur-Rhône",45.073,45.073,"07","N.C.",NA,NA,NA
"91450001","R","Rond Point des Coudray - ÉTIOLLES",48.639,48.639,"91","Carrefour Market","1.979",NA,"2.019"
"57430004","R","97 Route de Strasbourg - SARRALBE",48.987,48.987,"57","Total","2.016","1.969","2.079"
"15500007","R","63 AVENUE GENERAL DE GAULLE - MASSIAC",45.254,45.254,"15","Carrefour Contact","1.95",NA,"1.96"
"75013025","R","181, BOULEVARD VINCENT AURIOL - PARIS",48.832,48.832,"75","Total Access","2.017",NA,NA
"93470002","R","ZAC DES PRES CD N° 136 - COUBRON",48.915,48.915,"93","Intermarche","1.989","1.936","1.997"
"16700003","R","Route d'Aigre - Ruffec",46.02138,46.02138,"16","Leclerc","1.905",NA,"1.9"
"54450002","R","11 GRANDE RUE - AVRICOURT",48.644,48.644,"54","Total","02.09",NA,NA
"38500006","R","7 RUE DE L'INDUSTRIE - VOIRON",45.359129015812,45.359129015812,"38","Systeme U","1.918","1.875","1.983"
"26902001","R","Route de Grenoble - VALENCE",44.9431155507,44.9431155507,"26","Geant","1.949","1.899","1.999"
"3120004","R","zac les pres de la grand route - Lapalisse",46.245522061353,46.245522061353,"03","Total Access","1.921","1.916","1.987"
"84700007","R","place Wettenberg - Sorgues",44.0050369,44.0050369,"84","Carrefour Market",NA,NA,NA
"30000016","R","120 Chemin du Mas Fléchier - NîMES",43.816,43.816,"30","Leclerc","1.902","1.859",NA
"44430003","R","Place Bretagne - Le Loroux-Bottereau",47.237,47.237,"44","Intermarche",NA,NA,NA
"60350003","R","ROUTE DE SOISSONS- RN 31 - Cuise-la-Motte",49.404,49.404,"60","Total Access","1.925","1.894","1.965"
"28500005","R","2 Rue Louis Fauvel - Vernouillet",48.732,48.732,"28","Intermarche",NA,NA,NA
"50500002","R","ROUTE NATIONALE 13 - Les Veys",49.305,49.305,"50","Esso","2.039","1.969","2.059"
"51000005","R","ROUTE D'EPERNAY - Châlons-en-Champagne",48.955,48.955,"51","Esso Express","1.942","1.904","1.984"
"35140002","R","2 rue de Trégor - Saint-Aubin-du-Cormier",48.256,48.256,"35","Total","02.06",NA,NA
"26290008","R","280 avenue Jean Moulin RN7 - DONZERE",44.436,44.436,"26","Systeme U","1.899","1.859",NA
"80420004","R","Route de Vignacourt - FLIXECOURT",50.011,50.011,"80","Intermarche",NA,"1.869","1.93"
"52100008","R","ROUTE DE VITRY - Saint-Dizier",48.641,48.641,"52","Esso Express","1.959","1.869","1.949"
"83230003","R","Rond-Point la Baou - BORMES-LES-MIMOSAS",43.139,43.139,"83","Independant sans enseigne",NA,NA,NA
"35510006","R","50 rue de belle épine et boulevard des métairies - Cesson-Sévigné",48.1193494,48.1193494,"35","Carrefour Contact","1.945",NA,"1.966"
"83600026","R","959 avenue du Maréchal de Lattre de Tassigny - Fréjus",43.430909775846,43.430909775846,"83","N.C.","1.919","1.869","1.949"
"59223001","R","Boulevard d'Halluin - RONCQ",50.74,50.74,"59","Auchan","1.932","1.929","1.995"
"54240002","R","96 Rue de Franchepré - Joeuf",49.225,49.225,"54","Esso Express","1.949","1.869","1.949"
"54220001","R","49 Rue du Colonel Driant - Malzéville",48.705,48.705,"54","Esso Express","1.959","1.903","1.983"
"54230001","R","46 Rue du Capitaine Caillon - Neuves-Maisons",48.615,48.615,"54","Esso Express","1.961","1.932","2.012"
"87430001","R","RN141 - VERNEUIL-SUR-VIENNE",45.85,45.85,"87","Avia","2.099","2.062","2.154"
"33250002","R","ROUTE DES CHATEAUX - PAUILLAC",45.193,45.193,"33","Total","2.013",NA,NA
"56550002","R","97 route de PONT LOROIS - Belz",47.676,47.676,"56","Total","2.003","1.969","2.079"
"77380001","R","Rue Charles FABRY - COMBS-LA-VILLE",48.649,48.649,"77","Intermarche","1.999","1.949","1.999"
"54200004","A","AUTOROUTE A 31 - Dommartin-lès-Toul",48.664,48.664,"54","BP","2.204","2.134","2.274"
"6600008","R","20 Boulevard Maréchal Leclerc - Antibes",43.574,43.574,"06","Esso Express","1.969","1.909","1.999"
"77000011","R","RN 5 BIS RTE DE NANGIS (ANGLE) - MELUN",48.541,48.541,"77","Total","2.051","02.01","2.12"
"57600003","R","655 Rue de Sarreguemines - Oeting",49.174,49.174,"57","Esso Express","2.002","1.924","2.004"
"55160014","A","AUTOROUTE A4 AIRE DE VERDUN SAINT NICOLAS NORD - HAUDIOMONT",49.120326,49.120326,"55","BP","2.089","2.059","2.139"
"38670001","R","Avenue Frédéric Mistral - Chasse-sur-Rhône",45.574,45.574,"38","Geant","1.949","1.899","1.999"
"13097001","R","Avenue de Brédasque - AIX-EN-PROVENCE",43.53556,43.53556,"13","Geant","1.949","1.849","1.949"
"59130001","R","237 Avenue de l'Hippodrome - Lambersart",50.645,50.645,"59","Esso Express","1.918","1.831","1.911"
